,listingID,sold,longitude,latitude,Price,district,county,parish,Title,Description,Ano,lift,parking,others,floor,type,toilets,private_area,area_gross,total_area,net_area,EVcharging
68,120511052-2329,False,-9.20107841491699,38.6965522766113,2590000.0,Lisboa,Lisboa,Belém,"Moradia T5 de luxo à venda em Belém, Lisboa | RE/MAX Collection","MORADIA T3+T1 &nbsp;no RESTELO
Esta moradia com charme, muita luz e charme inserida numa &aacute;rea de lote de 725 m2 com uma &aacute;rea &uacute;til",1977,Não,Não,Moradia;Cozinha;Suite;Infra-Estruturas;Jardim;Kitchenette;Este;Terraço,--,5,6,310,--,727,310,
69,123751015-280,False,-9.16443920135498,38.7236175537109,4500000.0,Lisboa,Lisboa,Santo António,"Moradia T9 à venda em Santo António, Lisboa | RE/MAX","JARDIM DAS AMOREIRAS/ MORADIA / TERRA&Ccedil;O/ ELEVADOR
&nbsp;
IM&Oacute;VEL &Uacute;NICO!
&nbsp;
No s&iacute;tio mais premium da cidade de Lisboa &n",2013,Sim,3+ Lug.,Moradia;Privada;Infra-Estruturas;Jardim;Urbano;Terraço,R/C,9,9,530,--,--,410,
70,123361100-41,False,-9.12358570098877,38.7637329101563,1100000.0,Lisboa,Lisboa,Olivais,"Moradia T4 à venda em Olivais, Lisboa | RE/MAX","Fant&aacute;stica moradia com 3 pisos, situada numa localiza&ccedil;&atilde;o central de excel&ecirc;ncia, num lote de 408,81m2.
Se pretende uma morad",1983,Não,2 Lug.,Varanda;Terraço;Urbano;Gás;Perto de Transportes Públicos;Quintal;Jardim;Vistas Exteriores;Arrecadação,--,4,3,279,--,408,229,
71,120531173-203,False,-9.14290809631348,38.755069732666,2250000.0,Lisboa,Lisboa,Alvalade,"Moradia T7 à venda em Alvalade, Lisboa | RE/MAX","MORADIA P/ REMODELAR | 3 PISOS + CAVE | AV. ALM. GAGO COUTINHO
&nbsp;
Trata-se de uma moradia de 3 pisos acima do solo + mais cave, com 11 assoalhadas",1945,Não,3+ Lug.,Lareira;Terraço;Centro da Cidade;Moradia;Suite;Varanda;Jardim;Cozinha;Por Remodelar;Perto de Transportes Públicos,--,7,6,422,668,975,352,
72,123211331-136,False,-9.16124439239502,38.7843208312988,600000.0,Lisboa,Lisboa,Santa Clara,"Moradia T5 à venda em Santa Clara, Lisboa | RE/MAX","Lisboa - Santa Clara - Moradia de 8 assoalhadas
&nbsp;
Localizada numa urbaniza&ccedil;&atilde;o de moradias, numa zona em franca expan&ccedil;&atilde",1992,Não,2 Lug.,Moradia;Suite;Norte;Estacionamento Autorizado;Infra-Estruturas;Garagem com 2 lugares;Cozinha - Extra;Não Mobilado;Por Remodelar;Perto de Escola(s);Trânsito de Acesso Fácil;Perto de Transportes Públicos;Perto de Hospital;Saneamento Básico;Cozinha;Lareira;Sul;Estrada Pavimentada;Betão;Chão em Parquet;Gás Natural;Despensa;Local sossegado;Perto do Aeroporto;Perto de Autoestrada;Perto de Ginásio;Perto de Parque;Electricidade,--,5,3,315,--,240,315,
73,125461047-2,False,-9.13064765930176,38.7526893615723,5000000.0,Lisboa,Lisboa,Alvalade,"Moradia T8 de luxo à venda em Alvalade, Lisboa | RE/MAX Collection","Elegante Moradia isolada T11 original, transformada em T8 com localiza&ccedil;ao privilegiada em Lisboa na AV Gago Coutinho perto do Aeroporto e junto",1966,Não,3+ Lug.,Varanda;Arrecadação;Terraço;Jardim;Piscina exterior;Perto do Aeroporto;Urbano;Gás Natural;Piscina;Ar Condicionado;Aquecimento;Moradia;Electricidade;Infra-Estruturas,--,8,9,439,865,951,439,
74,122911457-16,False,-9.1494026184082,38.7133560180664,270000.0,Lisboa,Lisboa,Misericórdia,"Moradia T1 à venda em Misericórdia, Lisboa | RE/MAX","Excelente moradia no cora&ccedil;&atilde;o do Principe Real
Pequena moradia no centro de Lisboa, composta por tr&ecirc;s pisos e um terra&ccedil;o com",1951,Não,Não,,--,1,1,30,--,--,30,
75,120521300-27,False,-9.15696239471436,38.7435302734375,-1.0,Lisboa,Lisboa,Avenidas Novas,"Moradia T3 à venda em Avenidas Novas, Lisboa | RE/MAX","Moradia T3 para Venda - Avenidas Novas / Bairro de Santos ao R&ecirc;go&nbsp;
&nbsp;
Totalmente remodelada e muito luminosa, com carater&iacute;sticas",2000,Não,2 Lug.,Moradia;Cozinha;Suite;Este;Urbano;Usado Remodelado;Arrecadação;Aquecimento;Estilo Contemporâneo;Estilo Moderno;Garagem C/ Portão Automático;Estuque;Tijolo;Sotão;Lavagem de Roupa (no edifício);Pronto a Arrendar;Local sossegado;Perto de Ginásio;Residencial;Perto de Transportes Públicos;Perto do Aeroporto;Perto de Escola(s);Madeira;Hall de Entrada;Lareira;Aquecimento Central;Infra-Estruturas;Varanda;Gás Natural;Casa Multi-andar;Casa Moderna;Localização;Garagem com 2 lugares;Betão;Não Mobilado;Despensa;Lavagem de Roupa (no interior);Fachada de Pedra;Perto de Igreja;Perto de Lojas;Centro da Cidade;Perto de Hospital;Trânsito de Acesso Fácil;Privada,--,3,4,220,--,--,174,
76,125321065-21,False,-9.16860866546631,38.7114944458008,257000.0,Lisboa,Lisboa,Estrela,"Moradia T1 à venda em Estrela, Lisboa | RE/MAX","Moradia T1+1, completamente renovada e equipada.
Na Lapa, &agrave; Estrela, inserida numa ""Vila"" tipicamente Lisboeta, com design de interiores modern",1951,Não,Não,Moradia;Infra-Estruturas;Estilo Moderno;Este,R/C,1,2,68,68,34,68,
77,120511052-2294,False,-9.21372890472412,38.7042427062988,2490000.0,Lisboa,Lisboa,Belém,"Moradia T5 de luxo à venda em Belém, Lisboa | RE/MAX Collection","LUXUOSA MORADIA DE&nbsp;8 ASSOALHADAS A ESTREAR NO RESTELO!!
Moradia com&nbsp;8 assoalhadas, num enquadramento fant&aacute;stico com uma espetacular l",1966,Não,3+ Lug.,Moradia;Suite;Varanda;Cozinha Equipada;Aquecimento;Perto de Igreja;Perto de Transportes Públicos;Perto de Jardim;Internet;Com Rede Informática;Saneamento Básico;Janela Panorâmica;Garagem C/ Portão Automático;Aquecimento Central;Cozinha;Este;Jardim;Arrecadação;Perto de Autoestrada;Trânsito de Acesso Fácil;Perto de Ginásio;Perto de Hospital;Água;Tv por cabo;Electricidade;Hall de Entrada;Chão em Parquet,--,5,7,433,559,559,433,
78,120511052-2289,False,-9.22117900848389,38.7019844055176,3900000.0,Lisboa,Lisboa,Belém,"Moradia T5 de luxo à venda em Belém, Lisboa | RE/MAX Collection","Moradia de Luxo, isolada muito bem localizada perto das principais Avenidas do Restelo, com uma fantastica luminosidade e com uma vista privilegiada s",2005,Sim,3+ Lug.,Moradia;Ar Condicionado;Arrecadação;Lareira;Suite;Infra-Estruturas;Aquecimento;Sistema de Segurança;Construção Nova;Porta Automática;Hall de Entrada;Piscina exterior;Jardim;Varanda;Piscina;Cozinha;Este;Quintal;Cozinha Equipada;Terraço;Estilo Moderno;Garagem C/ Portão Automático;Não Mobilado;Sul,--,5,6,737,--,736,737,
79,121701366-50,False,-9.13395595550537,38.7225570678711,298000.0,Lisboa,Lisboa,Arroios,"Moradia T2 à venda em Arroios, Lisboa | RE/MAX","Porque há espaços em Lisboa que não devemos perder !!! 
Situado numa zona central de Lisboa, poderá encontrar este espaço multifuncional que poderá ac",1951,Não,Não,Perto de Jardim;Perto de Igreja;Perto de Hospital;Perto de Lojas;Usado Remodelado;Perto de Ginásio;Perto de Transportes Públicos,--,2,2,110,--,243,110,
80,124071030-65,False,-9.162228,38.774389,270000.0,Lisboa,Lisboa,Lumiar,"Moradia T2 à venda em Lumiar, Lisboa | RE/MAX","Moradia com 3 assoalhadas, 2 pisos + s&oacute;t&atilde;o com 112.11m2 no total.
Cada piso para remodelar ou reconstruir, no antigo Lumiar | Lisboa.
Lo",1951,Não,Não,Perto de Jardim;Por Remodelar;Perto de Igreja;Perto de Autoestrada;Perto de Transportes Públicos;Perto de Lojas;Electricidade;Água;Cozinha;Urbano;Varanda;Sotão;Perto de Ginásio;Perto de Hospital;Perto de Escola(s);Local Movimentado;Saneamento Básico;Moradia;Viabilidade Construção;Construção Antiga,--,2,2,112,112,57,112,
81,120531017-2143,False,-9.134086,38.751581,5800000.0,Lisboa,Lisboa,Alvalade,"Moradia T7 de luxo à venda em Alvalade, Lisboa | RE/MAX Collection","Fabulosa moradia bifamiliar, transformada em unifamiliar, completamente remodelada há pouco tempo e que se poderá considerar uma das mais luxuosas e e",1966,Não,Não,,--,7,7,870,870,848,848,
82,123751078-58,False,-9.13178,38.711554,2500000.0,Lisboa,Lisboa,Santa Maria Maior,"Moradia T3 de luxo à venda em Santa Maria Maior, Lisboa | RE/MAX Collection","Conhe&ccedil;a hoje esta moradia de luxo que se desenvolve em 4 andares, com elevador interior privativo e ampla garagem com entrada direta &agrave; h",2014,Não,Sim,Garagem com 2 lugares;Varanda;Estacionamento Autorizado;Chão em Madeira Maciça;Privada;Aquecimento Eléctrico;Palácio Qualificado;Usado Remodelado;Local sossegado,--,3,3,297,297,381,172,
83,123251316-7,False,-9.137769,38.722574,1900000.0,Lisboa,Lisboa,Arroios,"Moradia T6 à venda em Arroios, Lisboa | RE/MAX","Moradia de charme em zona hist&oacute;rica de Lisboa, a alguns passos do Pa&ccedil;o da Rainha e muito perto do Campo dos M&aacute;rtires da P&aacute;",2012,Não,Não,Moradia;Piscina;Campo;Aquecimento;Jardim;Ar Condicionado;Este;Terraço,--,6,5,416,416,192,294,
84,120531017-2129,False,-9.165022,38.719086,3500000.0,Lisboa,Lisboa,Campo de Ourique,"Moradia T5 de luxo à venda em Campo de Ourique, Lisboa | RE/MAX Collection","Moradia | Campo de Ourique
Situada em Campo de Ourique, na Travessa de São Caetano, esta moradia de 2012 vem descrita no Guia de Arquitectura de Lisbo",2012,Não,2 Lug.,,--,5,4,352,352,315,352,
85,122481375-1,False,-9.20185565948486,38.7109909057617,349000.0,Lisboa,Lisboa,Ajuda,"Moradia T5 à venda em Ajuda, Lisboa | RE/MAX",Moradia com projecto aprovado na CML para amplia&ccedil;&atilde;o de 1&ordm; andar e aproveitamento do sot&atilde;o. Actualmente est&aacute; pendente ,1964,Não,Não,Moradia;Projecto Arquitectura Aprovado,--,5,0,165,--,165,165,
86,124021009-134,False,-9.172752,38.772424,1700791.0,Lisboa,Lisboa,Lumiar,"Moradia T3 de luxo à venda em Lumiar, Lisboa | RE/MAX Collection","T3 | 335M2 | 164M2 JARDIM PRIVATIVO | PISCINA PRIVATIVA | 2 P&Aacute;TIOS INTERIORES
&nbsp;
* PRONTA A ESCRITURAR
A quinta do pa&ccedil;o do lumiar, c",2022,Não,2 Lug.,Piscina;Moradia;Urbano;Oeste;Perto de Escola(s);Ar Condicionado;Energias Renováveis;Jardim;Centro da Cidade;Este;Perto de Parque;Perto de Autoestrada;Sistema de Segurança;Terraço,--,3,4,335,--,499,335,
87,124511066-48,False,-9.1662938961904,38.7209975703593,1450000.0,Lisboa,Lisboa,Campo de Ourique,"Moradia T4 de luxo à venda em Campo de Ourique, Lisboa | RE/MAX Collection","&nbsp;
&nbsp;


Brand new villa with a 1930s fa&ccedil;ade, located in Campo de Ourique, 5 minutes walk from Amoreiras, the French Lyceum and 10 minut",2018,Não,2 Lug.,Sistema de Segurança;Vistas Exteriores;Despensa;Cozinha Equipada;Jardim;Arrecadação;Quintal,--,4,4,302,--,302,302,
88,120151169-83,False,-9.164197,38.707772,5000000.0,Lisboa,Lisboa,Estrela,"Moradia T10 de luxo à venda em Estrela, Lisboa | RE/MAX Collection","Esta moradia está situada numa das zonas prime da Lapa, junto às embaixadas e ao prestigiado Hotel da Lapa. Muito perto podemos encontrar supermercado",1950,Não,Não,Piscina;Jardim;Despensa;Sistema de Segurança;Arrecadação,--,10,6,903,--,475,903,
89,120681235-46,True,-9.147165,38.709885,350000.0,Lisboa,Lisboa,Misericórdia,"Moradia T4 à venda em Misericórdia, Lisboa | RE/MAX","Moradia geminada no centro de Lisboa, junto ao Pr&iacute;ncipe Real. Esta fant&aacute;stica moradia de 2 pisos encontra-se em excelente estado de cons",1951,Não,Não,Mobilado;Cozinha;Moradia,--,4,2,88,--,88,88,
90,125231175-4,False,-9.165993,38.725859,170000.0,Lisboa,Lisboa,Campolide,"Moradia T2 à venda em Campolide, Lisboa | RE/MAX","Pequena Moradia, para recuperação total, localizada na Calçada da Quintinha - Vila Santos, no emblemático Bairro de Campolide.

No centro das principa",1951,Não,Não,,--,2,1,30,--,30,30,
91,122181357-2,False,-9.172413,38.732832,350000.0,Lisboa,Lisboa,Campolide,"Moradia T3 à venda em Campolide, Lisboa | RE/MAX","Moradia com 2 pisos para modernizar a seu gosto localizada em pleno Bairro Alto de Serafina, nas proximidades do pulmão de Lisboa  «Monsanto» e Aquedu",1979,Não,Não,Vistas Exteriores;Perto de Transportes Públicos;Sotão;Local sossegado,--,3,4,168,124,167,168,
92,124021009-47,False,-9.172752,38.772424,1837500.0,Lisboa,Lisboa,Lumiar,"Moradia T5 de luxo à venda em Lumiar, Lisboa | RE/MAX Collection","T4+1 | 374M2 |164M2 JARDIM PRIVATIVO | PISCINA PRIVATIVA | P&Aacute;TIO INTERIOR
&nbsp;
* PRONTA A ESCRITURAR
A quinta do pa&ccedil;o do lumiar, com u",2022,Não,3+ Lug.,Piscina;Moradia;Urbano;Terraço;Sistema de Segurança;Oeste;Jardim;Centro da Cidade;Energias Renováveis;Ar Condicionado;Este,--,5,5,374,--,527,336,
